,scaled_input_age,scaled_input_capital-gain,scaled_input_capital-loss,scaled_input_hours-per-week,scaled_input_workclass,scaled_input_education,scaled_input_marital-status,scaled_input_occupation,scaled_input_relationship,scaled_input_race,scaled_input_sex,scaled_input_native-country,scaled_input_class,origin_input_age,origin_input_capital-gain,origin_input_capital-loss,origin_input_hours-per-week,origin_input_workclass,origin_input_education,origin_input_marital-status,origin_input_occupation,origin_input_relationship,origin_input_race,origin_input_sex,origin_input_native-country,origin_input_class,scaled_ae_age,scaled_ae_capital-gain,scaled_ae_capital-loss,scaled_ae_hours-per-week,scaled_ae_workclass,scaled_ae_education,scaled_ae_marital-status,scaled_ae_occupation,scaled_ae_relationship,scaled_ae_race,scaled_ae_sex,scaled_ae_native-country,origin_ae_age,origin_ae_capital-gain,origin_ae_capital-loss,origin_ae_hours-per-week,origin_ae_workclass,origin_ae_education,origin_ae_marital-status,origin_ae_occupation,origin_ae_relationship,origin_ae_race,origin_ae_sex,origin_ae_native-country,running_time,Success?,ground_truth,prediction
0,0.4520547945205479,0.0,0.0,0.6020408163265305,Private,HS-grad,Divorced,Sales,Not-in-family,White,Male,United-States,<=50K,50.0,0.0,0.0,59.99999999999999,Private,HS-grad,Divorced,Sales,Not-in-family,White,Male,United-States,<=50K,0.45723653,0.09520148,0.009716613,0.61248034,Private,HS-grad,Divorced,Sales,Not-in-family,White,Male,United-States,50.378265,9520.053,42.325565,61.02307,Private,HS-grad,Divorced,Sales,Not-in-family,White,Male,United-States,0.026558637619018555,N,<=50K,<=50K
0,0.2465753424657534,0.0,0.0,0.346938775510204,Private,Assoc-voc,Divorced,Other-service,Unmarried,White,Female,United-States,<=50K,35.0,0.0,0.0,35.0,Private,Assoc-voc,Divorced,Other-service,Unmarried,White,Female,United-States,<=50K,0.25434795,0.14280222,0.01457492,0.36259818,Private,Assoc-voc,Divorced,Other-service,Unmarried,White,Female,United-States,35.5674,14280.079,63.48835,36.534622,Private,Assoc-voc,Divorced,Other-service,Unmarried,White,Female,United-States,0.026558637619018555,N,<=50K,<=50K
0,0.3424657534246575,0.0,0.0,0.39795918367346933,State-gov,Some-college,Never-married,Exec-managerial,Not-in-family,White,Female,United-States,<=50K,42.0,0.0,0.0,40.0,State-gov,Some-college,Never-married,Exec-managerial,Not-in-family,White,Female,United-States,<=50K,0.35023835,0.14280222,0.01457492,0.41361856,State-gov,Some-college,Never-married,Exec-managerial,Not-in-family,White,Female,United-States,42.567398,14280.079,63.48835,41.53462,State-gov,Some-college,Never-married,Exec-managerial,Not-in-family,White,Female,United-States,0.026558637619018555,N,<=50K,<=50K
0,0.547945205479452,0.0,0.0,0.6020408163265305,Private,Masters,Married-civ-spouse,Prof-specialty,Husband,White,Male,United-States,>50K,57.00000000000001,0.0,0.0,59.99999999999999,Private,Masters,Married-civ-spouse,Prof-specialty,Husband,White,Male,United-States,>50K,0.5090817,0.0,0.0,0.5237444,Private,Masters,Married-civ-spouse,Prof-specialty,Husband,White,Male,United-States,54.162968,0.0,0.0,52.32695,Private,Masters,Married-civ-spouse,Prof-specialty,Husband,White,Male,United-States,0.026558637619018555,N,>50K,>50K
0,0.2465753424657534,0.0,0.0,0.8061224489795917,State-gov,Some-college,Married-civ-spouse,Exec-managerial,Husband,White,Male,United-States,>50K,35.0,0.0,0.0,80.0,State-gov,Some-college,Married-civ-spouse,Exec-managerial,Husband,White,Male,United-States,>50K,0.22584829,0.0,0.0,0.7643643,State-gov,Some-college,Married-civ-spouse,Exec-managerial,Husband,White,Male,United-States,33.486927,0.0,0.0,75.9077,State-gov,Some-college,Married-civ-spouse,Exec-managerial,Husband,White,Male,United-States,0.026558637619018555,Y,<=50K,>50K
0,0.1917808219178082,0.0,0.0,0.39795918367346933,Federal-gov,Bachelors,Never-married,Exec-managerial,Not-in-family,Black,Female,United-States,<=50K,31.0,0.0,0.0,40.0,Federal-gov,Bachelors,Never-married,Exec-managerial,Not-in-family,Black,Female,United-States,<=50K,0.19696258,0.09520148,0.009716613,0.40839875,Federal-gov,Bachelors,Never-married,Exec-managerial,Not-in-family,Black,Female,United-States,31.378267,9520.053,42.325565,41.023075,Federal-gov,Bachelors,Never-married,Exec-managerial,Not-in-family,Black,Female,United-States,0.026558637619018555,N,<=50K,<=50K
0,0.5205479452054793,1.0,0.0,0.6020408163265305,Self-emp-inc,Bachelors,Married-civ-spouse,Sales,Husband,White,Male,United-States,>50K,54.99999999999999,99999.0,0.0,59.99999999999999,Self-emp-inc,Bachelors,Married-civ-spouse,Sales,Husband,White,Male,United-States,>50K,0.4661395,0.00038456917,0.0,0.49242574,Self-emp-inc,Bachelors,Married-civ-spouse,Sales,Husband,White,Male,United-States,51.028183,38.45653,0.0,49.25772,Self-emp-inc,Bachelors,Married-civ-spouse,Sales,Husband,White,Male,United-States,0.026558637619018555,N,>50K,>50K
0,0.6164383561643836,0.14084140841408413,0.0,0.39795918367346933,State-gov,Bachelors,Divorced,Prof-specialty,Not-in-family,White,Male,United-States,>50K,62.00000000000001,14084.0,0.0,40.0,State-gov,Bachelors,Divorced,Prof-specialty,Not-in-family,White,Male,United-States,>50K,0.61125654,0.045639932,0.0,0.3875196,State-gov,Bachelors,Divorced,Prof-specialty,Not-in-family,White,Male,United-States,61.621727,4563.9478,0.0,38.97692,State-gov,Bachelors,Divorced,Prof-specialty,Not-in-family,White,Male,United-States,0.026558637619018555,N,>50K,>50K
0,0.3424657534246575,0.0,0.0,0.39795918367346933,Private,HS-grad,Married-civ-spouse,Transport-moving,Husband,White,Male,United-States,<=50K,42.0,0.0,0.0,40.0,Private,HS-grad,Married-civ-spouse,Transport-moving,Husband,White,Male,United-States,<=50K,0.3476475,0.09520148,0.009716613,0.40839875,Private,HS-grad,Married-civ-spouse,Transport-moving,Husband,White,Male,United-States,42.378265,9520.053,42.325565,41.023075,Private,HS-grad,Married-civ-spouse,Transport-moving,Husband,White,Male,United-States,0.026558637619018555,N,<=50K,<=50K
0,0.1506849315068493,0.0,0.0,0.37755102040816324,Private,Masters,Married-civ-spouse,Prof-specialty,Husband,White,Male,United-States,>50K,28.0,0.0,0.0,38.0,Private,Masters,Married-civ-spouse,Prof-specialty,Husband,White,Male,United-States,>50K,0.1429123,0.0,0.0,0.36189163,Private,Masters,Married-civ-spouse,Prof-specialty,Husband,White,Male,United-States,27.432598,0.0,0.0,36.465378,Private,Masters,Married-civ-spouse,Prof-specialty,Husband,White,Male,United-States,0.026558637619018555,N,>50K,>50K
0,0.3835616438356165,0.0,0.0,0.5,Private,Doctorate,Married-civ-spouse,Prof-specialty,Husband,White,Male,United-States,>50K,45.00000000000001,0.0,0.0,50.00000000000001,Private,Doctorate,Married-civ-spouse,Prof-specialty,Husband,White,Male,United-States,>50K,0.3395169,0.0,0.0,0.41126353,Private,Doctorate,Married-civ-spouse,Prof-specialty,Husband,White,Male,United-States,41.784733,0.0,0.0,41.303825,Private,Doctorate,Married-civ-spouse,Prof-specialty,Husband,White,Male,United-States,0.026558637619018555,N,>50K,>50K
0,0.3424657534246575,0.0,0.0,0.39795918367346933,Private,Assoc-acdm,Divorced,Exec-managerial,Unmarried,White,Female,United-States,<=50K,42.0,0.0,0.0,40.0,Private,Assoc-acdm,Divorced,Exec-managerial,Unmarried,White,Female,United-States,<=50K,0.3476475,0.09520148,0.009716613,0.40839875,Private,Assoc-acdm,Divorced,Exec-managerial,Unmarried,White,Female,United-States,42.378265,9520.053,42.325565,41.023075,Private,Assoc-acdm,Divorced,Exec-managerial,Unmarried,White,Female,United-States,0.026558637619018555,N,<=50K,<=50K
0,0.1917808219178082,0.0,0.0,0.39795918367346933,Private,HS-grad,Married-civ-spouse,Craft-repair,Husband,White,Male,United-States,<=50K,31.0,0.0,0.0,40.0,Private,HS-grad,Married-civ-spouse,Craft-repair,Husband,White,Male,United-States,<=50K,0.19696258,0.09520148,0.009716613,0.40839875,Private,HS-grad,Married-civ-spouse,Craft-repair,Husband,White,Male,United-States,31.378267,9520.053,42.325565,41.023075,Private,HS-grad,Married-civ-spouse,Craft-repair,Husband,White,Male,United-States,0.026558637619018555,N,<=50K,<=50K
0,0.3698630136986301,0.022020220202202023,0.0,0.44897959183673464,Self-emp-inc,Some-college,Never-married,Exec-managerial,Not-in-family,Black,Male,United-States,<=50K,44.0,2202.0,0.0,45.0,Self-emp-inc,Some-college,Never-married,Exec-managerial,Not-in-family,Black,Male,United-States,<=50K,0.37245387,0.06962096,0.0048583066,0.45419937,Self-emp-inc,Some-college,Never-married,Exec-managerial,Not-in-family,Black,Male,United-States,44.189133,6962.0264,21.162783,45.51154,Self-emp-inc,Some-college,Never-married,Exec-managerial,Not-in-family,Black,Male,United-States,0.026558637619018555,N,<=50K,<=50K
0,0.0136986301369863,0.0,0.0,0.2959183673469387,Private,HS-grad,Never-married,Other-service,Own-child,White,Female,United-States,<=50K,18.0,0.0,0.0,29.999999999999996,Private,HS-grad,Never-married,Other-service,Own-child,White,Female,United-States,<=50K,0.026653033,0.23800372,0.024291532,0.32201734,Private,HS-grad,Never-married,Other-service,Own-child,White,Female,United-States,18.945671,23800.133,105.81391,32.557697,Private,HS-grad,Never-married,Other-service,Own-child,White,Female,United-States,0.026558637619018555,N,<=50K,<=50K
0,0.6712328767123288,0.0,0.0,0.2551020408163265,Private,11th,Married-civ-spouse,Sales,Husband,White,Male,United-States,<=50K,66.00000000000001,0.0,0.0,26.0,Private,11th,Married-civ-spouse,Sales,Husband,White,Male,United-States,<=50K,0.67641467,0.09520148,0.009716613,0.2655416,Private,11th,Married-civ-spouse,Sales,Husband,White,Male,United-States,66.37827,9520.053,42.325565,27.023077,Private,11th,Married-civ-spouse,Sales,Husband,White,Male,United-States,0.026558637619018555,N,<=50K,<=50K
0,0.0273972602739726,0.0,0.0,0.6020408163265305,Private,11th,Married-civ-spouse,Craft-repair,Husband,White,Male,United-States,<=50K,19.0,0.0,0.0,59.99999999999999,Private,11th,Married-civ-spouse,Craft-repair,Husband,White,Male,United-States,<=50K,0.03257902,0.09520148,0.009716613,0.61248034,Private,11th,Married-civ-spouse,Craft-repair,Husband,White,Male,United-States,19.378267,9520.053,42.325565,61.02307,Private,11th,Married-civ-spouse,Craft-repair,Husband,White,Male,United-States,0.026558637619018555,N,<=50K,<=50K
0,0.2328767123287671,0.0,0.4331955922865014,0.39795918367346933,Private,Some-college,Married-civ-spouse,Handlers-cleaners,Husband,White,Male,United-States,<=50K,34.0,0.0,1887.0,40.0,Private,Some-college,Married-civ-spouse,Handlers-cleaners,Husband,White,Male,United-States,<=50K,0.2354676,0.04760074,0.4380539,0.40317896,Private,Some-college,Married-civ-spouse,Handlers-cleaners,Husband,White,Male,United-States,34.189133,4760.0264,1908.1628,40.51154,Private,Some-college,Married-civ-spouse,Handlers-cleaners,Husband,White,Male,United-States,0.026558637619018555,Y,>50K,<=50K
0,0.30136986301369856,0.0,0.5544077134986226,0.9999999999999999,Private,Prof-school,Married-civ-spouse,Sales,Husband,White,Male,United-States,>50K,38.99999999999999,0.0,2415.0,99.0,Private,Prof-school,Married-civ-spouse,Sales,Husband,White,Male,United-States,>50K,0.20032576,0.0,0.36493325,0.7964293,Private,Prof-school,Married-civ-spouse,Sales,Husband,White,Male,United-States,31.623781,0.0,1589.6493,79.05007,Private,Prof-school,Married-civ-spouse,Sales,Husband,White,Male,United-States,0.026558637619018555,N,>50K,>50K
